character,text,act,scene,line_number,play
KING,"To grow there and to bear,—“Let me not live,”",ACT I,SCENE II,3366,VENUS AND ADONIS
KING,This his good melancholy oft began,ACT I,SCENE II,3367,VENUS AND ADONIS
KING,"On the catastrophe and heel of pastime,",ACT I,SCENE II,3368,VENUS AND ADONIS
KING,"When it was out,—“Let me not live” quoth he,",ACT I,SCENE II,3369,VENUS AND ADONIS
KING,"“After my flame lacks oil, to be the snuff",ACT I,SCENE II,3370,VENUS AND ADONIS
KING,"Of younger spirits, whose apprehensive senses",ACT I,SCENE II,3371,VENUS AND ADONIS
KING,All but new things disdain; whose judgments are,ACT I,SCENE II,3372,VENUS AND ADONIS
KING,Mere fathers of their garments; whose constancies,ACT I,SCENE II,3373,VENUS AND ADONIS
KING,Expire before their fashions.” This he wish’d.,ACT I,SCENE II,3374,VENUS AND ADONIS
KING,"I, after him, do after him wish too,",ACT I,SCENE II,3375,VENUS AND ADONIS
KING,"Since I nor wax nor honey can bring home,",ACT I,SCENE II,3376,VENUS AND ADONIS
KING,I quickly were dissolved from my hive,ACT I,SCENE II,3377,VENUS AND ADONIS
KING,To give some labourers room.,ACT I,SCENE II,3378,VENUS AND ADONIS
SECOND LORD,"You’re lov’d, sir;",ACT I,SCENE II,3381,VENUS AND ADONIS
SECOND LORD,They that least lend it you shall lack you first.,ACT I,SCENE II,3382,VENUS AND ADONIS
KING,"I fill a place, I know’t. How long is’t, Count,",ACT I,SCENE II,3385,VENUS AND ADONIS
KING,Since the physician at your father’s died?,ACT I,SCENE II,3386,VENUS AND ADONIS
KING,He was much fam’d.,ACT I,SCENE II,3387,VENUS AND ADONIS
BERTRAM,"Some six months since, my lord.",ACT I,SCENE II,3390,VENUS AND ADONIS
KING,"If he were living, I would try him yet;—",ACT I,SCENE II,3393,VENUS AND ADONIS
KING,Lend me an arm;—the rest have worn me out,ACT I,SCENE II,3394,VENUS AND ADONIS
KING,With several applications; nature and sickness,ACT I,SCENE II,3395,VENUS AND ADONIS
KING,"Debate it at their leisure. Welcome, Count;",ACT I,SCENE II,3396,VENUS AND ADONIS
KING,My son’s no dearer.,ACT I,SCENE II,3397,VENUS AND ADONIS
BERTRAM,Thank your majesty.,ACT I,SCENE II,3400,VENUS AND ADONIS
BERTRAM,"Enter Countess, Steward and Clown.",ACT I,SCENE III,3406,VENUS AND ADONIS
COUNTESS,I will now hear. What say you of this gentlewoman?,ACT I,SCENE III,3409,VENUS AND ADONIS
STEWARD,"Madam, the care I have had to even your content, I wish might be found",ACT I,SCENE III,3412,VENUS AND ADONIS
STEWARD,"in the calendar of my past endeavours; for then we wound our modesty,",ACT I,SCENE III,3413,VENUS AND ADONIS
STEWARD,"and make foul the clearness of our deservings, when of ourselves we",ACT I,SCENE III,3414,VENUS AND ADONIS
STEWARD,publish them.,ACT I,SCENE III,3415,VENUS AND ADONIS
COUNTESS,"What does this knave here? Get you gone, sirrah. The complaints I have",ACT I,SCENE III,3418,VENUS AND ADONIS
COUNTESS,heard of you I do not all believe; ’tis my slowness that I do not; for,ACT I,SCENE III,3419,VENUS AND ADONIS
COUNTESS,"I know you lack not folly to commit them, and have ability enough to",ACT I,SCENE III,3420,VENUS AND ADONIS
COUNTESS,make such knaveries yours.,ACT I,SCENE III,3421,VENUS AND ADONIS
CLOWN,"’Tis not unknown to you, madam, I am a poor fellow.",ACT I,SCENE III,3424,VENUS AND ADONIS
COUNTESS,"Well, sir.",ACT I,SCENE III,3427,VENUS AND ADONIS
CLOWN,"No, madam, ’tis not so well that I am poor, though many of the rich are",ACT I,SCENE III,3430,VENUS AND ADONIS
CLOWN,"damned; but if I may have your ladyship’s good will to go to the world,",ACT I,SCENE III,3431,VENUS AND ADONIS
CLOWN,Isbel the woman and I will do as we may.,ACT I,SCENE III,3432,VENUS AND ADONIS
COUNTESS,Wilt thou needs be a beggar?,ACT I,SCENE III,3435,VENUS AND ADONIS
CLOWN,I do beg your good will in this case.,ACT I,SCENE III,3438,VENUS AND ADONIS
COUNTESS,In what case?,ACT I,SCENE III,3441,VENUS AND ADONIS
CLOWN,"In Isbel’s case and mine own. Service is no heritage, and I think I",ACT I,SCENE III,3444,VENUS AND ADONIS
CLOWN,shall never have the blessing of God till I have issue of my body; for,ACT I,SCENE III,3445,VENUS AND ADONIS
CLOWN,they say barnes are blessings.,ACT I,SCENE III,3446,VENUS AND ADONIS
COUNTESS,Tell me thy reason why thou wilt marry.,ACT I,SCENE III,3449,VENUS AND ADONIS
CLOWN,"My poor body, madam, requires it; I am driven on by the flesh, and he",ACT I,SCENE III,3452,VENUS AND ADONIS
CLOWN,must needs go that the devil drives.,ACT I,SCENE III,3453,VENUS AND ADONIS
COUNTESS,Is this all your worship’s reason?,ACT I,SCENE III,3456,VENUS AND ADONIS
CLOWN,"Faith, madam, I have other holy reasons, such as they are.",ACT I,SCENE III,3459,VENUS AND ADONIS
COUNTESS,May the world know them?,ACT I,SCENE III,3462,VENUS AND ADONIS
CLOWN,"I have been, madam, a wicked creature, as you and all flesh and blood",ACT I,SCENE III,3465,VENUS AND ADONIS
CLOWN,are; and indeed I do marry that I may repent.,ACT I,SCENE III,3466,VENUS AND ADONIS
COUNTESS,"Thy marriage, sooner than thy wickedness.",ACT I,SCENE III,3469,VENUS AND ADONIS
CLOWN,"I am out of friends, madam, and I hope to have friends for my wife’s",ACT I,SCENE III,3472,VENUS AND ADONIS
CLOWN,sake.,ACT I,SCENE III,3473,VENUS AND ADONIS
COUNTESS,"Such friends are thine enemies, knave.",ACT I,SCENE III,3476,VENUS AND ADONIS
CLOWN,"Y’are shallow, madam, in great friends; for the knaves come to do that",ACT I,SCENE III,3479,VENUS AND ADONIS
CLOWN,"for me which I am a-weary of. He that ears my land spares my team, and",ACT I,SCENE III,3480,VENUS AND ADONIS
CLOWN,"gives me leave to in the crop: if I be his cuckold, he’s my drudge. He",ACT I,SCENE III,3481,VENUS AND ADONIS
CLOWN,that comforts my wife is the cherisher of my flesh and blood; he that,ACT I,SCENE III,3482,VENUS AND ADONIS
CLOWN,cherishes my flesh and blood loves my flesh and blood; he that loves my,ACT I,SCENE III,3483,VENUS AND ADONIS
CLOWN,"flesh and blood is my friend; ergo, he that kisses my wife is my",ACT I,SCENE III,3484,VENUS AND ADONIS
CLOWN,"friend. If men could be contented to be what they are, there were no",ACT I,SCENE III,3485,VENUS AND ADONIS
CLOWN,fear in marriage; for young Charbon the puritan and old Poysam the,ACT I,SCENE III,3486,VENUS AND ADONIS
CLOWN,"papist, howsome’er their hearts are sever’d in religion, their heads",ACT I,SCENE III,3487,VENUS AND ADONIS
CLOWN,are both one; they may jowl horns together like any deer i’ the herd.,ACT I,SCENE III,3488,VENUS AND ADONIS
COUNTESS,Wilt thou ever be a foul-mouth’d and calumnious knave?,ACT I,SCENE III,3491,VENUS AND ADONIS
CLOWN,"A prophet I, madam; and I speak the truth the next way:",ACT I,SCENE III,3494,VENUS AND ADONIS
CLOWN,"_For I the ballad will repeat,",ACT I,SCENE III,3495,VENUS AND ADONIS
CLOWN,Which men full true shall find;,ACT I,SCENE III,3496,VENUS AND ADONIS
CLOWN,"Your marriage comes by destiny,",ACT I,SCENE III,3497,VENUS AND ADONIS
CLOWN,Your cuckoo sings by kind._,ACT I,SCENE III,3498,VENUS AND ADONIS
COUNTESS,"Get you gone, sir; I’ll talk with you more anon.",ACT I,SCENE III,3501,VENUS AND ADONIS
STEWARD,"May it please you, madam, that he bid Helen come to you; of her I am to",ACT I,SCENE III,3504,VENUS AND ADONIS
STEWARD,speak.,ACT I,SCENE III,3505,VENUS AND ADONIS
COUNTESS,"Sirrah, tell my gentlewoman I would speak with her; Helen I mean.",ACT I,SCENE III,3508,VENUS AND ADONIS
CLOWN,"_   Was this fair face the cause, quoth she,",ACT I,SCENE III,3512,VENUS AND ADONIS
CLOWN,Why the Grecians sacked Troy?,ACT I,SCENE III,3513,VENUS AND ADONIS
CLOWN,"Fond done, done fond,",ACT I,SCENE III,3514,VENUS AND ADONIS
CLOWN,Was this King Priam’s joy?,ACT I,SCENE III,3515,VENUS AND ADONIS
CLOWN,"With that she sighed as she stood,",ACT I,SCENE III,3516,VENUS AND ADONIS
CLOWN,"With that she sighed as she stood,",ACT I,SCENE III,3517,VENUS AND ADONIS
CLOWN,And gave this sentence then:,ACT I,SCENE III,3518,VENUS AND ADONIS
CLOWN,"Among nine bad if one be good,",ACT I,SCENE III,3519,VENUS AND ADONIS
CLOWN,"Among nine bad if one be good,",ACT I,SCENE III,3520,VENUS AND ADONIS
CLOWN,There’s yet one good in ten._,ACT I,SCENE III,3521,VENUS AND ADONIS
COUNTESS,"What, one good in ten? You corrupt the song, sirrah.",ACT I,SCENE III,3524,VENUS AND ADONIS
CLOWN,"One good woman in ten, madam, which is a purifying o’ the song. Would",ACT I,SCENE III,3527,VENUS AND ADONIS
CLOWN,God would serve the world so all the year! We’d find no fault with the,ACT I,SCENE III,3528,VENUS AND ADONIS
CLOWN,"tithe-woman, if I were the parson. One in ten, quoth ’a! And we might",ACT I,SCENE III,3529,VENUS AND ADONIS
CLOWN,"have a good woman born but or every blazing star, or at an earthquake,",ACT I,SCENE III,3530,VENUS AND ADONIS
CLOWN,’twould mend the lottery well; a man may draw his heart out ere he,ACT I,SCENE III,3531,VENUS AND ADONIS
CLOWN,pluck one.,ACT I,SCENE III,3532,VENUS AND ADONIS
COUNTESS,"You’ll be gone, sir knave, and do as I command you!",ACT I,SCENE III,3535,VENUS AND ADONIS
CLOWN,"That man should be at woman’s command, and yet no hurt done! Though",ACT I,SCENE III,3538,VENUS AND ADONIS
CLOWN,"honesty be no puritan, yet it will do no hurt; it will wear the",ACT I,SCENE III,3539,VENUS AND ADONIS
CLOWN,"surplice of humility over the black gown of a big heart. I am going,",ACT I,SCENE III,3540,VENUS AND ADONIS
CLOWN,forsooth; the business is for Helen to come hither.,ACT I,SCENE III,3541,VENUS AND ADONIS
COUNTESS,"Well, now.",ACT I,SCENE III,3546,VENUS AND ADONIS
STEWARD,"I know, madam, you love your gentlewoman entirely.",ACT I,SCENE III,3549,VENUS AND ADONIS
COUNTESS,"Faith I do. Her father bequeath’d her to me, and she herself, without",ACT I,SCENE III,3552,VENUS AND ADONIS
COUNTESS,"other advantage, may lawfully make title to as much love as she finds;",ACT I,SCENE III,3553,VENUS AND ADONIS
COUNTESS,"there is more owing her than is paid, and more shall be paid her than",ACT I,SCENE III,3554,VENUS AND ADONIS
COUNTESS,she’ll demand.,ACT I,SCENE III,3555,VENUS AND ADONIS
STEWARD,"Madam, I was very late more near her than I think she wish’d me; alone",ACT I,SCENE III,3558,VENUS AND ADONIS
STEWARD,"she was, and did communicate to herself her own words to her own ears;",ACT I,SCENE III,3559,VENUS AND ADONIS
STEWARD,"she thought, I dare vow for her, they touch’d not any stranger sense.",ACT I,SCENE III,3560,VENUS AND ADONIS
STEWARD,"Her matter was, she loved your son. Fortune, she said, was no goddess,",ACT I,SCENE III,3561,VENUS AND ADONIS
STEWARD,"that had put such difference betwixt their two estates; Love no god,",ACT I,SCENE III,3562,VENUS AND ADONIS
STEWARD,that would not extend his might only where qualities were level; Diana,ACT I,SCENE III,3563,VENUS AND ADONIS
STEWARD,"no queen of virgins, that would suffer her poor knight surpris’d,",ACT I,SCENE III,3564,VENUS AND ADONIS
STEWARD,without rescue in the first assault or ransom afterward. This she,ACT I,SCENE III,3565,VENUS AND ADONIS
STEWARD,deliver’d in the most bitter touch of sorrow that e’er I heard virgin,ACT I,SCENE III,3566,VENUS AND ADONIS
STEWARD,"exclaim in, which I held my duty speedily to acquaint you withal;",ACT I,SCENE III,3567,VENUS AND ADONIS
STEWARD,"sithence, in the loss that may happen, it concerns you something to",ACT I,SCENE III,3568,VENUS AND ADONIS
STEWARD,know it.,ACT I,SCENE III,3569,VENUS AND ADONIS
COUNTESS,You have discharg’d this honestly; keep it to yourself; many,ACT I,SCENE III,3572,VENUS AND ADONIS
COUNTESS,"likelihoods inform’d me of this before, which hung so tottering in the",ACT I,SCENE III,3573,VENUS AND ADONIS
COUNTESS,balance that I could neither believe nor misdoubt. Pray you leave me;,ACT I,SCENE III,3574,VENUS AND ADONIS
COUNTESS,stall this in your bosom; and I thank you for your honest care. I will,ACT I,SCENE III,3575,VENUS AND ADONIS
COUNTESS,speak with you further anon.,ACT I,SCENE III,3576,VENUS AND ADONIS
COUNTESS,Enter Helena.,ACT I,SCENE III,3580,VENUS AND ADONIS
COUNTESS,Even so it was with me when I was young;,ACT I,SCENE III,3582,VENUS AND ADONIS
COUNTESS,"If ever we are nature’s, these are ours; this thorn",ACT I,SCENE III,3583,VENUS AND ADONIS
COUNTESS,Doth to our rose of youth rightly belong;,ACT I,SCENE III,3584,VENUS AND ADONIS
COUNTESS,"Our blood to us, this to our blood is born;",ACT I,SCENE III,3585,VENUS AND ADONIS
COUNTESS,"It is the show and seal of nature’s truth,",ACT I,SCENE III,3586,VENUS AND ADONIS
COUNTESS,Where love’s strong passion is impress’d in youth.,ACT I,SCENE III,3587,VENUS AND ADONIS
COUNTESS,"By our remembrances of days foregone,",ACT I,SCENE III,3588,VENUS AND ADONIS
COUNTESS,"Such were our faults, or then we thought them none.",ACT I,SCENE III,3589,VENUS AND ADONIS
COUNTESS,Her eye is sick on’t; I observe her now.,ACT I,SCENE III,3590,VENUS AND ADONIS
HELENA,"What is your pleasure, madam?",ACT I,SCENE III,3593,VENUS AND ADONIS
COUNTESS,"You know, Helen,",ACT I,SCENE III,3596,VENUS AND ADONIS
COUNTESS,I am a mother to you.,ACT I,SCENE III,3597,VENUS AND ADONIS
HELENA,Mine honourable mistress.,ACT I,SCENE III,3600,VENUS AND ADONIS
COUNTESS,"Nay, a mother.",ACT I,SCENE III,3603,VENUS AND ADONIS
COUNTESS,"Why not a mother? When I said a mother,",ACT I,SCENE III,3604,VENUS AND ADONIS
COUNTESS,"Methought you saw a serpent. What’s in mother,",ACT I,SCENE III,3605,VENUS AND ADONIS
COUNTESS,"That you start at it? I say I am your mother,",ACT I,SCENE III,3606,VENUS AND ADONIS
COUNTESS,And put you in the catalogue of those,ACT I,SCENE III,3607,VENUS AND ADONIS
COUNTESS,That were enwombed mine. ’Tis often seen,ACT I,SCENE III,3608,VENUS AND ADONIS
COUNTESS,"Adoption strives with nature, and choice breeds",ACT I,SCENE III,3609,VENUS AND ADONIS
COUNTESS,A native slip to us from foreign seeds.,ACT I,SCENE III,3610,VENUS AND ADONIS
COUNTESS,"You ne’er oppress’d me with a mother’s groan,",ACT I,SCENE III,3611,VENUS AND ADONIS
COUNTESS,Yet I express to you a mother’s care.,ACT I,SCENE III,3612,VENUS AND ADONIS
COUNTESS,"God’s mercy, maiden! does it curd thy blood",ACT I,SCENE III,3613,VENUS AND ADONIS
COUNTESS,"To say I am thy mother? What’s the matter,",ACT I,SCENE III,3614,VENUS AND ADONIS
COUNTESS,"That this distempered messenger of wet,",ACT I,SCENE III,3615,VENUS AND ADONIS
COUNTESS,"The many-colour’d Iris, rounds thine eye?",ACT I,SCENE III,3616,VENUS AND ADONIS
COUNTESS,"—Why, that you are my daughter?",ACT I,SCENE III,3617,VENUS AND ADONIS
HELENA,That I am not.,ACT I,SCENE III,3620,VENUS AND ADONIS
COUNTESS,"I say, I am your mother.",ACT I,SCENE III,3623,VENUS AND ADONIS
HELENA,"Pardon, madam;",ACT I,SCENE III,3626,VENUS AND ADONIS
HELENA,The Count Rossillon cannot be my brother.,ACT I,SCENE III,3627,VENUS AND ADONIS
HELENA,"I am from humble, he from honoured name;",ACT I,SCENE III,3628,VENUS AND ADONIS
HELENA,"No note upon my parents, his all noble,",ACT I,SCENE III,3629,VENUS AND ADONIS
HELENA,"My master, my dear lord he is; and I",ACT I,SCENE III,3630,VENUS AND ADONIS
HELENA,"His servant live, and will his vassal die.",ACT I,SCENE III,3631,VENUS AND ADONIS
HELENA,He must not be my brother.,ACT I,SCENE III,3632,VENUS AND ADONIS
COUNTESS,Nor I your mother?,ACT I,SCENE III,3635,VENUS AND ADONIS
HELENA,"You are my mother, madam; would you were—",ACT I,SCENE III,3638,VENUS AND ADONIS
HELENA,"So that my lord your son were not my brother,—",ACT I,SCENE III,3639,VENUS AND ADONIS
HELENA,"Indeed my mother! or were you both our mothers,",ACT I,SCENE III,3640,VENUS AND ADONIS
HELENA,"I care no more for than I do for heaven,",ACT I,SCENE III,3641,VENUS AND ADONIS
HELENA,"So I were not his sister. Can’t no other,",ACT I,SCENE III,3642,VENUS AND ADONIS
HELENA,"But, I your daughter, he must be my brother?",ACT I,SCENE III,3643,VENUS AND ADONIS
COUNTESS,"Yes, Helen, you might be my daughter-in-law.",ACT I,SCENE III,3646,VENUS AND ADONIS
COUNTESS,God shield you mean it not! daughter and mother,ACT I,SCENE III,3647,VENUS AND ADONIS
COUNTESS,So strive upon your pulse. What! pale again?,ACT I,SCENE III,3648,VENUS AND ADONIS
COUNTESS,My fear hath catch’d your fondness; now I see,ACT I,SCENE III,3649,VENUS AND ADONIS
COUNTESS,"The mystery of your loneliness, and find",ACT I,SCENE III,3650,VENUS AND ADONIS
COUNTESS,Your salt tears’ head. Now to all sense ’tis gross,ACT I,SCENE III,3651,VENUS AND ADONIS
COUNTESS,"You love my son; invention is asham’d,",ACT I,SCENE III,3652,VENUS AND ADONIS
COUNTESS,Against the proclamation of thy passion,ACT I,SCENE III,3653,VENUS AND ADONIS
COUNTESS,To say thou dost not. Therefore tell me true;,ACT I,SCENE III,3654,VENUS AND ADONIS
COUNTESS,"But tell me then, ’tis so; for, look, thy cheeks",ACT I,SCENE III,3655,VENUS AND ADONIS
COUNTESS,"Confess it, t’one to th’other; and thine eyes",ACT I,SCENE III,3656,VENUS AND ADONIS
COUNTESS,"See it so grossly shown in thy behaviours,",ACT I,SCENE III,3657,VENUS AND ADONIS
COUNTESS,That in their kind they speak it; only sin,ACT I,SCENE III,3658,VENUS AND ADONIS
COUNTESS,"And hellish obstinacy tie thy tongue,",ACT I,SCENE III,3659,VENUS AND ADONIS
COUNTESS,"That truth should be suspected. Speak, is’t so?",ACT I,SCENE III,3660,VENUS AND ADONIS
COUNTESS,"If it be so, you have wound a goodly clew;",ACT I,SCENE III,3661,VENUS AND ADONIS
COUNTESS,"If it be not, forswear’t: howe’er, I charge thee,",ACT I,SCENE III,3662,VENUS AND ADONIS
COUNTESS,"As heaven shall work in me for thine avail,",ACT I,SCENE III,3663,VENUS AND ADONIS
COUNTESS,To tell me truly.,ACT I,SCENE III,3664,VENUS AND ADONIS
HELENA,"Good madam, pardon me.",ACT I,SCENE III,3667,VENUS AND ADONIS
COUNTESS,Do you love my son?,ACT I,SCENE III,3670,VENUS AND ADONIS
HELENA,"Your pardon, noble mistress.",ACT I,SCENE III,3673,VENUS AND ADONIS
COUNTESS,Love you my son?,ACT I,SCENE III,3676,VENUS AND ADONIS
HELENA,"Do not you love him, madam?",ACT I,SCENE III,3679,VENUS AND ADONIS
COUNTESS,Go not about; my love hath in’t a bond,ACT I,SCENE III,3682,VENUS AND ADONIS
COUNTESS,"Whereof the world takes note. Come, come, disclose",ACT I,SCENE III,3683,VENUS AND ADONIS
COUNTESS,"The state of your affection, for your passions",ACT I,SCENE III,3684,VENUS AND ADONIS
COUNTESS,Have to the full appeach’d.,ACT I,SCENE III,3685,VENUS AND ADONIS
HELENA,"Then I confess,",ACT I,SCENE III,3688,VENUS AND ADONIS
HELENA,"Here on my knee, before high heaven and you,",ACT I,SCENE III,3689,VENUS AND ADONIS
HELENA,"That before you, and next unto high heaven,",ACT I,SCENE III,3690,VENUS AND ADONIS
HELENA,I love your son.,ACT I,SCENE III,3691,VENUS AND ADONIS
HELENA,"My friends were poor, but honest; so’s my love.",ACT I,SCENE III,3692,VENUS AND ADONIS
HELENA,Be not offended; for it hurts not him,ACT I,SCENE III,3693,VENUS AND ADONIS
